type,uri,vmmParameterId,notation,prefLabel,altLabel,inScheme,topConceptOf,theme,collection,broader
skos:Concept,cf:0182,,,"ASTM , de code",,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0183,,,Begrazing,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0184,,,Bemonsteringsinstrument bodem,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0185,,,Bewaard bodemmonster opslaglocatie,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0186,,,Bewaard bodemmonster voorbereiding type bewaring,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0187,,,Bewaard bodemmonster voorbereiding type breken zeven malen,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0188,,,Bewaard bodemmonster voorbereiding type droging,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0189,,,Bodembedekking landgebruiksbestand Vlaanderen,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0190,,,Bodembemonstering Cmon steken niet uitgevoerd ander landgebruik,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0191,,,Bodembemonstering obstakel in de diepte - locatie,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0192,,,Bodembemonstering obstakel in de diepte - type,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0193,,,Bodembemonstering obstakels in de diepte,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0194,,,Bodembemonstering steek niet uitgevoerd - locatie,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0195,,,Bodembemonstering steek niet uitgevoerd - reden,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0196,,,Bodembemonstering steken niet uitgevoerd,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0197,,,Bodemgebruik,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0198,,,Bodemgebruik Aardewerk,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0197
skos:Concept,cf:0199,,,Bodemmonster type matrix,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0200,,,Bodemmonster type verstoring,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0201,,,Bodemtoestand,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0202,,,Bodemverstoring,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0203,,,C/N ratio,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0204,,,Consistentie,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0205,,,Consistentie - kleverigheid,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0204
skos:Concept,cf:0206,,,Consistentie - plasticiteit,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0204
skos:Concept,cf:0207,,,Constant rate of strain (CRS),,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0208,,,Coördinaat - Bonne - E,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0209,,,Coördinaat - Bonne - N,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0210,,,Coördinaat - Bonne - S,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0211,,,Coördinaat - Bonne - W,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0212,,,Doorlatendheid in tx cel,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0213,,,Doorlatendheidsproef - algemeen,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0214,,,Doorlatendheidsproef- constant verval,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0215,,,Doorlatendheidsproef- veranderlijk verval - horizontaal,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0216,,,Doorlatendheidsproef- veranderlijk verval - verticaal,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0217,,,Drainage Aardewerk-doorlaatbaarheid,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0218,,,Drainage Aardewerk - interne drainage,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0219,,,Drainage Aardewerk - klasse,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0220,,,Drainage Aardewerk - oppervlakkige drainage,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0221,,,(Drainage) grachten,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0222,,,Geologische aard - afzettingswijze laag 1,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0223,,,Geologische aard - afzettingswijze laag 2,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0224,,,Geologische aard - afzettingswijze laag 3,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0225,,,Geologische aard - afzettingswijze laag 4,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0226,,,Geologische aard - andere kenmerken laag 1,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0227,,,Geologische aard - andere kenmerken laag 2,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0228,,,Geologische aard - andere kenmerken laag 3,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0229,,,Geologische aard - andere kenmerken laag 4,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0230,,,Geologische aard - bovenliggend laag 1,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0231,,,Geologische aard - bovenliggend laag 2,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0232,,,Geologische aard - bovenliggend laag 3,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0233,,,Geologische aard - bovenliggend laag 4,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0234,,,Geologische aard - bovenliggend laag 5,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0235,,,Geologische aard - bovenliggend laag 6,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0236,,,Geologische aard - lithologie laag 1,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0237,,,Geologische aard - lithologie laag 2,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0238,,,Geologische aard - lithologie laag 3,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0239,,,Geologische aard - lithologie laag 4,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0240,,,Geologische aard - lithologie laag 5,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0241,,,Geologische aard - lithologie laag 6,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0242,,,Geologische aard - tijdperk laag 1,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0243,,,Geologische aard - tijdperk laag 2,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0244,,,Geologische aard - tijdperk laag 3,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0245,,,Geologische aard - tijdperk laag 4,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0246,,,Geologische aard - tijdperk laag 5,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0247,,,Geologische aard - tijdperk laag 6,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0330
skos:Concept,cf:0248,,,Gley roest - aantal,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0249,,,Gley roest - begrenzing,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0250,,,Gley roest - contrast,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0251,,,Gley roest - grootte,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0252,,,Gley roest - vorm,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0253,,,Grondsoort bepaald op zicht,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0254,,,Grondsoort volgens BGGG norm,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0255,,,Grondsoort volgens BGGG norm met detail grind,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0256,,,Grondsoort volgens BGGG norm zonder detail grind,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0257,,,Horizontstructuur - gradatie - aardewerk,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0258,,,Horizontstructuur - gradatie - FAO,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0259,,,Horizontstructuur - grootteklasse - aardewerk,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0260,,,Horizontstructuur - grootteklasse - FAO,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0261,,,Horizontstructuur - type - aardewerk,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0262,,,Horizontstructuur - type - FAO,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0263,,,Insporing of vertrappeling door vee,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0264,,,Kalkgehalte_beschrijvend,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0265,,,Kalkreactie met HCL,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0266,,,Kleur omschrijving,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0267,,,Kleur volgens Munsell - CHROMA (kleur1),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0268,,,Kleur volgens Munsell - CHROMA (kleur2),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0269,,,Kleur volgens Munsell - CHROMA (kleur3),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0270,,,Kleur volgens Munsell - HUE_getal (kleur1),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0271,,,Kleur volgens Munsell - HUE_getal (kleur2),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0272,,,Kleur volgens Munsell - HUE_getal (kleur3),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0273,,,Kleur volgens Munsell - HUE_letters (kleur1),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0274,,,Kleur volgens Munsell - HUE_letters (kleur2),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0275,,,Kleur volgens Munsell - HUE_letters (kleur3),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0276,,,Kleur volgens Munsell - kleurcode,,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0277,,,Kleur volgens Munsell - VALUE (kleur1),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0278,,,Kleur volgens Munsell - VALUE (kleur2),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0279,,,Kleur volgens Munsell - VALUE (kleur3),,vlcs:fysico-chemisch,,gemet:6229|gemet:1322,,cf:0018
skos:Concept,cf:0280,,,Korrelverdeling d.m.v. hydrometer/areometer,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0281,,,Korrelverdeling d.m.v. laserdiffractie,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0282,,,Korrelverdeling d.m.v. zeefproef,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0283,,,Meest losse pakking,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0284,,,Mengmonster aantal steken,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0285,,,Mengmonster ID steek,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0286,,,Mengmonster locaties steken,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0287,,,Mengmonster locatie steek,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0288,,,Mengmonster staalnamepatroon,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0289,,,Oogstresten,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0290,,,Reductie in horizont(ja/nee),,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0291,,,Reliëf - aanwezigheid helling,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0292,,,Reliëf - aard,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0293,,,Reliëf - expositie,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0294,,,Reliëf - helling enkelvoudig,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0295,,,Reliëf - helling meervoudig,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0296,,,Reliëf - landvorm,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0297,,,Reliëf - microreliëf,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0298,,,Reliëf - positie op de helling,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0299,,,Reliëf - situering,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0300,,,Reliëf - type helling,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0301,,,Reliëf - vorm van de helling,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0302,,,Roest - kleur omschrijving,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0303,,,Samendrukkingsproef,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0304,,,Saturatie Index,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0305,,,Schuifweerstandskarakteristieken,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0306,,,Schuifweerstandskarakteristieken Consolidated Drained,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0307,,,Schuifweerstandskarakteristieken Consolidated Undrained,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0308,,,Schuifweerstandskarakteristieken Unconsolidated Undrained,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0309,,,Specificatie van antropogeen materiaal,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0310,,,Standaard proctorproef,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0311,,,Stenen,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0312,,,Techniek van de boring,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0313,,,Temperatuur correctie,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0314,,,Type van de boring,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0315,,,Vegetatie,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0316,,,Versterkte proctorproef,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0317,,,Vinproef,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0318,,,Vochtgehalte gradatie,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0319,,,Watertafel aanwezig binnen profielput of boring,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0320,,,Wetland,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0321,,,Zwelproef,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0322,,,Elektrische geleidbaarheid,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0324,,,Secchi-diepte,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0325,,,Waterdiepte van secchi-bepaling,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0326,,,Zwevende stoffen (105°C),,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0327,,,Zwevende stoffen (550°C),,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0328,,,Waterdampgehalte,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0329,,,Druk,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0330,,,Geologische aard ,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
skos:Concept,cf:0331,,,Korrelgrootte,,vlcs:fysico-chemisch,vlcs:fysico-chemisch,gemet:6229|gemet:1322,,
